epoch,aug_loss,class_loss,train_f1,val_loss,val_f1
1,0.8742864309412349,285.32254831989604,0.1282882578155469,0.1378875832851158,0.1703758375748952
2,0.7969144228918594,276.67047389348346,0.2072668432234071,0.1369569004086839,0.2385900309757444
3,1.0284846496894413,270.9942460854848,0.3008338304302647,0.134613321434637,0.2929315920840621
4,1.1307951157129237,267.18575722972554,0.3555230004265182,0.1342844380153093,0.3016447997646495
5,1.2389673711386422,264.7418395082156,0.3861424805530627,0.1329760332015999,0.3197937314352372
6,1.2895370627350833,262.42921284834546,0.4182115388502164,0.1334184773691221,0.3204127451632415
7,1.2648057026647923,260.97222315271694,0.4336835730895098,0.1327138450575171,0.3267354127564055
8,1.3882253989716749,259.4223580857118,0.454270618933398,0.1323073551117667,0.352420335775827
9,1.349728992235517,258.0067165195942,0.4753667099302411,0.1303568967380879,0.4210002357637118
10,1.3760795460426989,256.51443457603455,0.5070737745303441,0.1283899316136141,0.4674032748243583
11,1.4420306192993546,255.06337522466976,0.5228513952299404,0.1283395676744785,0.46029972040474
12,1.4251749359445969,254.208893408378,0.5330815196856874,0.1280337765282793,0.4664857347879304
13,1.5073498339182454,253.3582916955153,0.5414182361708346,0.128385340406826,0.4689459121956229
14,1.5804018600853549,252.5346759955088,0.549341847885638,0.1280913961465448,0.4756656395561346
15,1.464313720625796,251.42758135000864,0.5648130814989166,0.1279766932508489,0.4780776217190739
16,1.3851606422328284,250.44382534424463,0.5749533089463328,0.1266003185446689,0.4899859833998296
17,1.4628524596331165,250.01960493127504,0.5787423188823182,0.1266289447943818,0.5039822509610715
18,1.4555237780114112,249.2418291370074,0.5880862544614895,0.127049704987339,0.4994924573473337
19,1.5158161623027506,249.03236684203148,0.5892216988289017,0.1268104506642854,0.4902799166407141
20,1.4681153619433946,248.4435204764208,0.5955473321485196,0.126037685296281,0.5096896680760189
21,1.459218374218229,247.899883021911,0.6019621028271471,0.1256412739541017,0.5044110678502546
22,1.4574312722494749,247.80764058232307,0.6032369520592842,0.1263538553915341,0.5003219566518333
23,1.4736666994200884,247.3521364529928,0.607131491087408,0.1255730216211009,0.5127860823306544
24,1.4228765784707018,246.81848421692848,0.6122374460108132,0.1260837284876491,0.5121719348646583
25,1.3516112362352335,246.82637403408685,0.6143749403288864,0.1250893710226342,0.5175905417809057
26,1.420108578984582,246.1217536230882,0.6226636703488925,0.1249032437902328,0.5283362989377985
27,1.4252300063975174,245.7196301917235,0.631521320703658,0.1244457731941606,0.5400694992469511
28,1.4431402859778852,245.13401354352632,0.6389459571091965,0.1253249779856858,0.5268541032264283
29,1.4688440881557956,245.0810668269793,0.6400040135744153,0.1240867426811403,0.5524312373843488
30,1.4175642568019005,244.5993807812532,0.6460019511985122,0.125054018838065,0.5380447864734935
31,1.4977226138974704,244.2635699013869,0.6493778606083005,0.1245119139543702,0.5420870224050947
32,1.4318274087842535,244.1347681482633,0.6515322700399722,0.1246969694474671,0.5456130005181488
33,1.432696842694592,243.8607730567456,0.656023774187053,0.1238983510780442,0.5487680315316468
34,1.4615519756171125,243.6809183259805,0.656654368578618,0.1243190365548459,0.5453004788073047
35,1.47622550074387,243.525688936313,0.6575503118651913,0.1241049295357564,0.5532873195200345
36,1.5676948497769747,243.01360077659288,0.6677650156165512,0.1242185460181642,0.5553077120697667
37,1.4377754937128582,242.54230213165283,0.6768094638436849,0.1236506672917887,0.5596638390489562
38,1.5152693537432544,242.32871410250664,0.6781277319526215,0.1242513482951633,0.5535515401554963
39,1.4544090884440568,242.1119401256244,0.68156649439694,0.123530001777636,0.5714410909184394
40,1.5279878307240626,241.460383584102,0.6901171825585207,0.123042725224336,0.5786542307462912
41,1.4741895275437855,241.5347753961881,0.6937752585010227,0.1216544079147847,0.6424854653632861
42,1.488973410335651,241.27115839719767,0.6977946397873547,0.1220812937555038,0.6408110938805929
43,1.459006693320892,241.02057686448097,0.70006178512138,0.1214007384894191,0.6569117050815363
44,1.5625601220108365,240.5455061296622,0.7057284522052177,0.1208213125494898,0.6662164149937608
45,1.4448881356893253,240.29074947039285,0.7109000824826559,0.1209614103221408,0.6676079420750453
46,1.4762607495637592,240.26164029041925,0.7102445086263596,0.1203750566464235,0.672187224243531
47,1.479777160808832,240.00196815530447,0.7149610962012255,0.1208574143188407,0.6658330568589118
48,1.4873754735993618,239.8442345658938,0.7154729004316593,0.1203088061678954,0.6749996303807159
49,1.4895417313285482,239.346077978611,0.7214713203343092,0.1199284814159322,0.6868349104193187
50,1.417018915611455,239.4675463438034,0.7203263093612936,0.1203408299160165,0.6714220726982072
51,1.547665230568479,239.2660324176153,0.7219216234068644,0.1195718278190229,0.6868861771056122
52,1.4964163250500253,239.08410300811133,0.7255528005221236,0.1197014684262483,0.690507814334197
53,1.4437397347340568,239.052653580904,0.724186882087584,0.1205882474165862,0.6643585566329507
54,1.4886321339557371,238.7205919325352,0.7285740008180942,0.1201959103261731,0.6719572921997116
55,1.4637242472163052,238.741105000178,0.7300472854517479,0.1194358981308595,0.6989618172384522
56,1.5383380343488775,238.4258858760198,0.7321564157432798,0.1195025232671547,0.6962700292798546
57,1.4918388886350538,238.1601968606313,0.7367366843516642,0.119306888504933,0.7020371744091756
58,1.394139710337792,238.2841726243496,0.7347183062835216,0.1191106401278702,0.7030376283138655
59,1.4605402963437275,237.88971416155496,0.7394669518247665,0.1199294237818575,0.6894753891442287
60,1.3871909944206589,237.74894066651663,0.7412636465086273,0.1193622121159334,0.6991366354637608
61,1.328599366666822,237.70015505949647,0.7433469281465406,0.1182838627876096,0.7188496530835455
62,1.3746151332782877,237.56391657392183,0.7440634361615983,0.1189429418035041,0.7052360915928751
63,1.406033278883721,237.07353165745727,0.7497586909006593,0.1199417617750464,0.6954039485884618
64,1.3977370199639456,237.11266407370567,0.7493648289092537,0.1185620916152256,0.715858801727598
65,1.4688737718782552,237.01569592952728,0.7495829362321946,0.1181612378254507,0.7181968191474561
66,1.5439777420939815,236.98257252573967,0.7502766268543133,0.118721713325117,0.7145669721823021
67,1.362494618971444,236.6711724201838,0.755136815136289,0.1187596030318757,0.7080401178477661
68,1.4366525650402764,236.47009818752608,0.7556914425441099,0.118797325266747,0.716365020670169
69,1.4666488236456037,236.6817971666654,0.7538953276390236,0.1187684548096358,0.7093604896669532
70,1.3909687804089117,236.49779508511224,0.7563759103579462,0.118913111479386,0.7013323464468093
71,1.429559912273665,236.1859666307768,0.7593653350072608,0.1185287056098477,0.720050446908135
72,1.435668045145879,236.3696917792161,0.7564167167066869,0.1189587975140684,0.7119068642057835
73,1.398212783152,236.2351544102033,0.7592216202911084,0.1180053814059257,0.7206967164438106
74,1.4311921553623204,236.1558665136496,0.7590114128396437,0.1184330192546532,0.7141159449753778
75,1.4770208290319715,235.8996934890747,0.7621880812912317,0.1185784431448903,0.713733656155833
76,1.4874857950004905,235.9100590149561,0.761574912558188,0.118196129866201,0.717144705546287
77,1.4255243472328705,235.80279631416,0.763107239807528,0.1176149258163943,0.736587751419695
78,1.3694805842242204,235.73695348699889,0.7646060633208644,0.1187219697832724,0.7148677647876607
79,1.407521617945046,235.42768092950183,0.768829646203237,0.1177912552702702,0.7307658766124473
80,1.4255398677211513,235.4590916832288,0.767137408088452,0.118747042371081,0.7133354327028175
81,1.442556317698897,235.6174312829972,0.7664973295335997,0.1181588697945041,0.7198887634392518
82,1.4639475964128603,235.5829748411973,0.7650610095376655,0.1176436566687249,0.7316191354863602
83,1.460905330350215,235.2730515698592,0.7686293372473114,0.1175896275992584,0.7282944341344298
84,1.3829454413153144,235.1764946977297,0.7700426042212755,0.1185594318547133,0.710679340008429
85,1.3570023892740817,235.03635291258493,0.7728452435698905,0.117840227873429,0.7351848508193098
86,1.301169638078136,235.111959507068,0.7708848150140086,0.1178692620329638,0.7229155231166573
87,1.3158667296969118,234.88577859600383,0.775076198018112,0.1178764238793724,0.7248487316006068
88,1.381342284659998,234.9341925283273,0.7728997409258779,0.1193437784960685,0.6951930673856075
89,1.384091586042511,234.73055863380432,0.7745584161071457,0.1182396664988314,0.7191263754805723
90,1.3113420869467518,234.7240993976593,0.7769108689543492,0.1178020379558113,0.728442204145334
91,1.33332077770865,234.59384660919508,0.7773002077472292,0.117599799093185,0.7285458033184476
92,1.305442141993505,234.4880449771881,0.7796085427095417,0.1181714015112025,0.7280511730179636
93,1.4426372380457906,234.49790249268213,0.7785618453562754,0.1174652116033466,0.7379385472253865
94,1.4397728419541334,234.22381845116607,0.7801550870025915,0.1177644082074243,0.7291842251579876
95,1.3799636553479406,234.29670976599056,0.7802896001843497,0.1174406683559406,0.7329182974243059
96,1.3305584444393996,234.4021158417066,0.7802347325279951,0.1180874879988891,0.719488243939444
97,1.295511354552218,234.1132522920768,0.7833523762585035,0.1175638530834592,0.7292123635677015
98,1.341767857130738,234.27263861894608,0.782120216421259,0.1177654192314384,0.7307999518627869
99,1.295485627520975,234.3245692451795,0.7808104194432043,0.1177875850242386,0.726956760548312
100,1.4035547724200417,234.15754520893097,0.7813244130464884,0.1170989309307682,0.7412476811964569
101,1.358066671812897,233.9860170880953,0.7841644980222634,0.1183679916978488,0.7182320389093212
102,1.3721142913558044,234.05859460433325,0.7824510706107735,0.1185867130790034,0.707615914670151
103,1.3414081408858085,233.96512895822525,0.785016859609163,0.1179166468841621,0.7272827197872088
104,1.368573602948345,234.00358128547668,0.7835531225099325,0.117340428084724,0.7380282808192038
105,1.3145113883974773,233.72824346025783,0.7865578464210543,0.1180056073045003,0.7280490691918855
106,1.233681294815142,233.49910347660384,0.7903974753819506,0.117199410024435,0.738515306493335
107,1.2891845918469091,233.5174194574356,0.7895271722082511,0.1178349399889747,0.7280654650575382
108,1.3269080839933547,232.4732688566049,0.7995529779535601,0.1167242889145819,0.7503841154247991
109,1.3176735791003011,232.0751075247924,0.8038024869585717,0.1167058885467718,0.7509304727410909
110,1.194710538530671,231.77311154206595,0.8091273568089091,0.1165240715614891,0.7553039429480083
111,1.1963257771606852,231.559237142404,0.8110621952480628,0.1167375893326279,0.7525832136018601
112,1.2911747315641453,231.5392792224884,0.8101144428814672,0.1165820918198967,0.7539764469536883
113,1.2688238649031216,231.5866449971994,0.8085682169683186,0.1169943109466018,0.7425986112163218
114,1.173206473440132,231.51643299063048,0.8101344188940358,0.11680499622877,0.746590064658939
115,1.2027288256714808,231.33613649010653,0.8120998146097973,0.1168346146551786,0.7480727724059919
116,1.1210627321415814,231.2489550113678,0.8141882187312701,0.1168779404670892,0.7467239189488448
117,1.135287708750487,231.2492694457372,0.8134577326689044,0.1170541028529489,0.7430053476939047
118,1.185397514241534,231.29248864452043,0.8131864399449151,0.1170347570228684,0.7463750282662063
119,1.16128593172895,230.8688044250012,0.8185888348696649,0.1165221975995348,0.7549315849703356
120,1.102868923700953,231.0344747205576,0.8173529648340329,0.117226503717906,0.742806409585214
121,1.0825596892814249,231.0437495311101,0.816519243761947,0.1164644421459523,0.7597037592352803
122,1.1574447215973578,230.95913896958032,0.8170234605770952,0.1165177613446296,0.7529205933844278
123,1.1649069456664165,231.11605788270631,0.8150603999670709,0.1168502343703904,0.7434499679995941
124,1.2322233511139682,230.9838754137357,0.8158831834884316,0.1167680776974092,0.7475229292478699
125,1.1730821007934082,230.8666103978952,0.8176118073096434,0.1164623211495018,0.7525930772864293
126,1.14685408893403,230.85191602508223,0.8179640497722128,0.1169153385280822,0.7442240131841814
127,1.1940862154237948,231.0715944170952,0.8140923012533142,0.1166311788532035,0.7590527715108671
128,1.1680879748041662,230.85477829972905,0.8182914450123558,0.1164888767520295,0.7584209031209566
129,1.188619841378871,230.939411987861,0.8166860530539142,0.1167081453785392,0.7522955498985829
130,1.1363864373921997,230.87639050682387,0.8162391128843347,0.1166244640921146,0.7500868633294572
131,1.1884412386201195,230.69948359330496,0.8187039267074043,0.1165811342414929,0.7538726095442718
132,1.203076425195074,230.7687852879365,0.8190075756548894,0.1163498171973807,0.7568568376347525
133,1.1205453391721676,230.7951302727064,0.8188274551614183,0.1163760659924878,0.7577024125575649
134,1.1663489537166545,230.79533700148264,0.8176465755659822,0.1166547983127553,0.7507855662198277
135,1.2371232638442962,230.692512323459,0.818243561982495,0.116588721902676,0.7531206441347863
136,1.1505088710952502,230.87619991103807,0.8172528563171318,0.1170652024426883,0.7458685524212498
137,1.093189549263381,230.70072521766028,0.8199512507777439,0.116707808011538,0.752619115558856
138,1.145709054237462,230.5916732947032,0.8214443206186346,0.1163864566538039,0.7578072302677381
139,1.0705397145755644,230.7041037976741,0.8197792472819421,0.1163223180173144,0.7523674832493182
140,1.1505400051179702,230.68946136037508,0.8200938907589366,0.1163382950238357,0.7581730979378442
141,1.2066909059742557,230.6702292958896,0.818882594387087,0.1166759989882242,0.7540338111579767
142,1.2113119045261556,230.86291845639548,0.8165837544277893,0.1167007138808523,0.7540997816333325
143,1.0764192293987662,230.56673431396484,0.8231690640061126,0.1169261747938573,0.7496823952205303
144,1.1534912156512291,230.7098933358988,0.8193360275674395,0.1165391273380066,0.7515629580395173
145,1.0708821335733016,230.63035932183263,0.8209239993297326,0.1165552442185559,0.7554186272702301
146,1.136837405581976,230.68112153808275,0.8195542673652594,0.1165667142927276,0.7592192049333214
147,1.1328995095317775,230.79962200919783,0.8188176401314398,0.1168058552626228,0.7474836834392901
148,1.184442130803821,230.52024176716805,0.820783036289246,0.1165475640708884,0.7506823694903826
149,1.0741408367478016,230.57894583543143,0.8218708496181283,0.1166212245073108,0.7548279375925668
150,1.1699884212782006,230.7539616028468,0.8174972908736517,0.1164430011671724,0.7559509814144394
151,1.1325469391772458,230.7049214442571,0.8198772130939087,0.1164505639229703,0.7603061747722751
152,1.2046953408870802,230.79986426234245,0.8174719025800845,0.1164896738589786,0.7556426346081732
153,1.136216051365371,230.75674940148988,0.8189869291105215,0.1167953923083778,0.7535067156342247
154,1.1734281969460578,230.74179512262344,0.8190461521036935,0.1162872038474532,0.756090663280262
